,text,label
1599,"""
 Frankly I was about to revert you as well but Ronz beat me to it. You took added a weasel word (""""some"""") to a correct statement about scientists critizing Hari, and then you added another statement that was based on ONE scientist but made it sound like it was several. I'm listening to the Brian Lehrer show you linked right now and other than the use of the word """"nuance"""" I don't think your summary accurately summarized what Dr. Nestle said on the show. Please relax a bit and stop seeing conspiracies everywhere.   """,0
1600,I was not making a personal attack I was just expalining your question dude chill out.,1
1601,Jack Greenmaven is a faggot.,1
1602,"yeah i didnt ask your opinion
the guys is a tool, he needs some shaking up.",1
1603,"""
I know, but the cut and paste is quicker for me the other way, and I never know when I'm going to be cut o... talk """,0
1604,"To be able to understand what the Mohr circle is and it relation to a physical situation it is necessary to understand the need to do a stress tensor transformation. This was originally done in the the stress (mechanics) article, where this article use to belong to. However, when the article was moved, that connection was lost. I am trying to incorporate this explanation (connection) back to this article. I will add more either today or this weekend.",0
1605,"""Thank you for experimenting with Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.  Talk """,0
1606,"Gospel of Judas 

The restored Gospel of Judas, a Coptic document thought to date from the 2nd century, is unveiled by the National Geographic Society.

The Gospel of Judas is actually a gnostic document.",0
1607,"Dear Fred, that is fair, I will have Moustapha personaly call you tommorrow sir. Good day.",0
1608,"Please stop. If you continue to vandalize Wikipedia, as you did to Nero, you will be blocked from editing.   (Talk) 
If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.",0
1609,""":::::: Again, most of that is gibberish to me, but the first place to begin sorting it might be ... I do not know why BogHog changed to vcite or to vcite2 after he took over maintaining the Diberri tool.  Nor do I know what that means in every case.  The case I know about is that autism used vcite instead of cite because of load time issues (Eubulides developed vcite for that purpose, but Eubulides is gone), and I remember at some point having a conversation with BogHog about the vcite vs vcite2 issues ... but the rest fades in memory.  That may or may not mean BogHog explained it all to me once  ... and I may or may not have understood at the time.  When I use Boghog's new Diberri tool, I edit the output to use the old standard form, for consistency in citation style.  And I continue to use the vcite format in the autism suite.  That we now have a mix on FAs is because new editors may not always respect CITEVAR, and I may not catch them all. But there was once a clear standard across almost all medical content, and is being systematically deteriorated to an inconsistent style that creates bloat and is hard to edit around.   (Talk) 

""",0
1610,it's non of your business mother fucker,1
1611,"No, but hook-nosed kikes like yourself do. Massive ones.",1
1612,"""

 Ben Gurion Airport 

Assaf050, Please Read Carefully!!!

1.I didnt delete Dubrovnik Airline in Zagreb Airport. Go to Dubrovnik Airline page in Wikipedia. Read  ([Dubrovnik Airline Limited is a charter airline based in Dubrovnik, Croatia. It operates tourist charter flights from Europe to holiday destinations in Croatia. Its main base is Dubrovnik Airport.])  Is it true or not?

2.You re right why Air Canada flights between Tel Aviv and Toronto. But its SEASONAL flight like Air Malta!!!

3.You re the most editer in Ben Gurion page. But some of them true some of them FALSE!!!

4.Im not a child. Maybe you vandalize Ben Gurion. Because I do not think you do it in good faith it is vandalism. Please stop it!!!

Karparthos   — Preceding unsigned comment added by  (talk • contribs)  """,0
1613,"Please do not add inappropriate external links to Wikipedia. Wikipedia is not a mere directory of links nor should it be used for advertising or promotion.  Inappropriate links include (but are not limited to) links to personal web sites, links to web sites with which you are affiliated, and links that exist to attract visitors to a web site or promote a product.  See the external links guideline and spam policies for further explanations of links that are considered appropriate.  If you feel the link should be added to the article, then please discuss it on the article's talk page rather than re-adding it. See the welcome page to learn more about Wikipedia. Thank you.  talk",0
1614,"Mills 

Heather Mills is a bitch. And Wikipedia is supposed to contain the truth. Have u been smoking the wrong stuff in your bong?",1
1615,"The Motor City Machine Guns 

What the fuck is wrong with you? Just exactly what part of my edit is vandalism? The moves I removed look like they've been written by a fucking retard and I added the entrance song they used in ROH.",1
1616,"""Prompted by another suggestion that this article needs an image or two I made a couple of searches at Wikimedia Commons. I didn't find a lot but, here are a few images that may be of use within the article. If you see a relevant place, please add them in.

      ]]
-   

""",0
1617,"SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!vv
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!",1
1618,"Template:Geobox coor 

Hi, I had to do an emergency revert of this edit of yours because it broke saving of geographical coordinates for mw:Extension:GeoData, affecting our mobile apps and lots of reusers. From a qucik glance, this is because {{#coordinates:}} invocation is still in Template:Coord instead of Module:Coordinates as it haven't been migrated in. I really wanted to fix the underlying cause, however I didn't feel like my basic Lua skills would have produced a safely functional change in a hurry.",0
1619,You are an old cougar! You are an old cougar!,1
1620,"Sock puppet my ass! 

How dare you call me a sock puppet? i am my own creation. i am the one you will call XALWINE! and you will hear tales of my mercy. and tales of my wrath. and i have chozen wrath for you. my will be done. do what tho wilt. you will rue the day that you rejected that article.",1
1621,Bitch nobody cares about your myspace.  You ugly as fuck anyways.  Begging on wikipedia for myspace friends.  You gay as hell,1
1622,"Award !
For proposing that the Rosetta stone has a Yugoslav language instead of the globally known, fully translated Egyptian demotic script between Greek and Egyptian hieroglyphs you are presented the award of .
 Well done JACKASS! 150.140.229.196",0
1623,"Can't catch me! 

Can't block me!  I'm the gingerbread man, you dumb bitch!  You blocked an innocent dude, asshat.",1
1624,I love dicks in my butt. ([[User,1
1625,"""

 Related Work 

No reference to """"Doro Mamire no Tora"""" ('Tigers in the Mud').
Is this because it is not publised in English, or you weren't aware of it?
A reference is at http://www.nausicaa.net/miyazaki/manga/otto.html
Notably """"Hans no Kikan"""" appears in this work.
122.106.86.61  """,0
1626,"""

 Bc4! with an exclaimation mark??? 

 
Who the heck put 4. Bc4 with an exclamation mark? That move isn't even in the MCO 14. My chess analysis engines are putting it as third favourite move. Both of the reponses Be7 and Nf6 to it were put with question marks after them when both of those are great moves. 

I see this opening all the time in blitz, there is no """"giving away a pawn"""". Ridiculous.   """,0
1627,"""
It was not created by Beyond My Ken, I own the copyright, so get that straight. If the version Ken remixed is correct, and all he did was remove part of the background, then by default the original must have been correct. I never claimed the image was used by Roosevelt, that isn't even the issue. The arms on Elizabeth II article were not used by her, are you trying to remove those? What about the images on the other royal and noble articles that were never used by those individuals, removing them? No. You are persecuting this because you IJUSTDONTLIKEIT. [tk]  """,0
1628,I had to fix all that sh%t manually. Do you know how long the common minke page is gonna take you piece of sh%t? What the f%$k is your problem?? Use a converter that doesn't f$%k up conversions or go the f%&k; home you stupid c$nt.,1
1629,"Which one 

New Orleans, as you know is a crackhead infested s hit hole  full of losers a",1
1630,"I hate you  

== 

Brothers and sisters, In this great nation we are united under peace and war. It is that war is peace and peace is war? We live together we work together, we live together. we are united by one common goal? That goal is peace.  I give you peace. I give you food, clothes, and shelter. I AM BIG BROTHER! I AM WACTHING U? you. In this peace there are no inpure thoughts? Only thoughts of peace and victory over the enemy. Help the war effort againt the enemy.  To fight the enemy is to not think inpure thoughts. Think happy happy. Happy happy happy happy happy good good good good good good good thoughts only. Failure to to think happy happy thoughts will result in Exitcution by the combine police on the spot. Do not resist. Or you will be label the enemy and be destored for your own good. Outer party members are exceptally expect to think happy happy happy thoughts.  In the past people where unhappy. There was no war. So fro there was no peace. There was no happy. happy happy. happy happy happy thoughts.  There was only a fake peace. You don't find a fake peace here. You find a true peace and there is war.  In here we are united under peace and happy thoughts. This is the perfect world i you and i have created. The inpure have been deleted. 
Brothers and sisters, In this great nation we are united under peace and war. It is that war is victory and victory is peace. We live together we work together, we live together. we die together. we are united togarther by one common goal. Immortally is in human kind reach by loving me. That goal is perfection of immortallity. I  give you Love. I give you Happyniess, Love, and Comfort. I am big brother and i am i watching you. In this peace there are no inpure thoughts. Only thoughts of peace and victory over the enemy. To fight the enemy is to not think inpure thoughts.   The emeny is your freedom. you  betrayed yourself and your people to the unhappy. That way i took away personal freedom and evil from u. So you can be be free of evil. That is the true freedom.  Praise me from saving you from total destruction. I saved you becuasue i love u. I am your friend. You are my best friend. We work together, we sleep together, we eat together. we think together.   There are some that think happy thought but then are corrputed by the enemy. They think selfish thoughts of freedom and indivual rights. The right to kill, the right to rape, the right to speak, the right to take out big brother. All borthers and sister are equall to me. I am equall to you brothers and sisters.    Failure to to think happy happy thoughts will result in excution by thought police. Outer party members are exceptally expect to think happy happy happy thoughts.  In the past people where unhappy. There was no war. So fro there was no peace. There was no happy. happy happy. happy happy happy thoughts.  There was only a fake peace. You don't find a fake peace here. You find a true peace and there is war.  In here we are united under peace and happy thoughts. This is the perfect world i you and i have created. The inpure have been deleted. Happy happy happy happy happy good good good good good good good thoughts only. Happy happy happy happy happy good good good good good good good thoughts only.  thoughts that i only think . They are Happy happy happy happy happy good good good good good good good thoughts only. Happy happy happy happy happy good good good good good good good thoughts only. Repeat and sign brothers and sister. Fro u are happy even if you don't feel happy u are happy. I said so. 2+2=5. To say that 2+2=4 is what the enemy whats you to do. If you do you will be unhappy. For then there will be no war. no peace. No happy happy thoughts= no happy JOin me in this happy happy world. I am Big brther i controll u for your own good. I love u u love me I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me  I love u u love me. 2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5  2+2=5 . Hail big brother!  Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big brother! Hail big broth",1
1631,STFU!!! Am I bothered?,1
1632,"Halcy 

Seems like you get mad alot. Want me to call the WAAAAAMBULANCE for you? Want some dick (extra small) with that too, bitch? U mad? butthurt? I bet you're having an orgy with MeetTheMedic and MeepTheSheep, aren't you? You three would make a good threesome. You're all reject 4-Chan trolls that became admins on another website to have Unwarranted Self Importance while you spam faggot and dick all day. Seems like you enjoy that kind of stuff. I had no idea, really. 

TL;DR: U mad?",1
1633,"Netherlands section
I recently reverted an edit that drastically expanded discussion of the KNMG statement, thus creating undue weight issues.  Please note that the present summary is a result of extensive discussion and eventual consensus at Talk:Circumcision/Archive 65#Recent changes; it would be advisable to seek consensus for any changes before making them.",0
1634,United States home front during World War II.  If there are no significant objections I'll move it accordingly in a day or two.,0
1635,"RfA 

Hi Ultraexactzz! Thank you very much for your support in my RfA, which passed yesterday. I hope not to let you and the others down, and use the tools for the benefit of the project. Cheers,  (Talk)",0
1636,Please answer the question.,0
1637,"That's it 

You, do not delete my crap. Why don't I delete your crap retard?!?!?!",1
1638,"Junior Barranquilla?

WTF? how did you come up with that name Junior Barranquilla? should we call REAL MADRID... ROYAL MADRID??????????????  pleasse push for a revert!!! don't come up with that made up bullshit name! 

Atlético Junior is the common name!!! no one calls it Junior Barranquilla... maybe Junior de Barranquilla, but never something such name OMG.. that was just product of pure ignorance.. Cheers 76.19.149.244",1
1639,"Can you think of a compelling reason... 

as to why murdering black people is wrong? 86.181.0.14",1
1640,"""
You are actually trying to goad me into an arguement.  How cute.  When you just said on your cute ANI post that we are wearing you out with our arguements.  As for that diff of your prefer versions, it would be the one before I reverted you...this one.  You didn't like the comprimise, so you revert it to what you feel is best, not to what was there before.  Try reading up on WP:OWN, cause you are trying to own this article and that ain't gonna happen.

Oh, and for someone """"standing by"""" their statement that it is good for people to believe ASE had a friend that was a murder victim.  You sir are a callous asshole (and I stand by that term) and nothing you do will make me believe otherwise.  If you can't see what you wrote was unthinkably wrong, rude and cold...you don't deserve to be on Wikipedia, not alone the internet....or this planet. -  • Talk • """,1
1641,"""

 Niggers 
We need more information in this section regarding the widespread usage of the """"Jew's Harp"""" by Nigger Slaves in the Antebellum south,""",0
1642,hey dead set Fuck Head,1
1643,"""

 Spin Triplet/Singlet Redirects. 

Hi. It doesn't make sense to redirect """"singlet state"""" and """"triplet state"""" to an article in chemistry which actually *uses* singlet and triplet states. The chemistry article is an application of singlet and triplet states, and not a proper description of the actual (*quantum-mechanical*) phenomenon.

Please stop with the redirects. There is *NO* justification for them. Spin singlets or triplets are a QM phenomenon, and should thus be discussed in a physics context. If you wish to add a section """"for chemists"""" to the relevant (physics) pages, feel free to do so. 

PS: Pardon the incorrect use of your talk page earlier. My mistake. 
PPS: I assume you and User:The way, the truth, and the light know each other. If so, it would probably be helpful for him to stop, also. As I said: spin is physics and belongs in the category of physics. Simple. 

87.194.39.42  """,0
1644,"They don't get paid but still they do all the manual labor for free. They take this site too seriously and don't know how to have fun, which is why they used get beat up in high school.",0
1645,"""

The categorization is The Church of Jesus Christ of Latter-day Saints. Yes, members of the Church are often known as """"Mormons,"""" but that is the nickname that a lot of people call them by. The Church says that the official term for these members is """"members of The Church of Jesus Christ of Latter-day Saints.""""

Of course some people think that's rather long to say, so the church acknowledges that people will often call the members just """"Mormons."""" Nevertheless, that remains as only a nickname for the church and part of the official name of one of the books of scripture, The Book of Mormon: Another Testament of Jesus Christ, because of the prophet named Mormon who abridged the original writings. The only other official names with """"Mormon"""" in them are the book Mormon Doctrine and the Mormon Tabernacle Choir. As for members themselves, reference to them as """"Mormons"""" remains only a nickname.

So you say that the official info box text is to leave it without nickname quotes. So what? Why shouldn't we ammend that official policy so that it makes room for that type of labeling? And so what if there is """"no need"""" (<- those are the """"you're saying it, not me; and not that I believe you"""" quotes right there) to change it? That doesn't mean there would be anything """"wrong"""" (as you'd probably say) with adding them, does it? They are not errant. They are not like adding an apostrophe to a word where none belongs, in an attempt to form a plural! They are good to show outsiders the difference between the official church name and the nickname. What's so """"sinister"""" about that? I say we change WP:Mormon's rule about it. Why not? Well, of course that would require a concensus, but why would people have to be so opposed to it?

What about the intro. of Donny Osmond? That uses quotation marks to set apart his nickname of """"Donny"""" from his real name, Donald Clark Osmond, in the form of """"Donald Clark 'Donny' Osmond."""" So there. Why can't the LDS church in info boxes be that same basic way (including be adjusted as WP:Mormon policy)?

 """,0
1646,"Thank you 

I'm not sure I'm even supposed to say thank you for helping rescue an article (Florence House), but I will. Thank you taking the time to review it and make your decision. The article can be improved, I know, but it's good that it's got that chance here on Wikipedia.",0
1647,"""

 UNBLOCK ME YOU ASSHOES! 

{{unblock|HAHAHAHA!!!

One of my favorite and most vivid memories was of a party I attended in high school. It was near the end of the year, and everyone was letting loose. The party had not gotten too badly out of control, and was finally winding down.

I was dating Karen at the time. We'd been going out for about six months. We knew our time together was growing short since we'd soon be heading off to college, she to Radcliffe, and I to Johns Hopkins. We were taking every chance we could to be intimate. I'd been with a few girls before, but Karen had been my first long term intimate relationship, and we'd taught each other lots.

The party was at Keith's house and we were helping him clean up. There were only six of us left, Karen and I, Keith, his girlfriend Linda, Tom and his girlfriend Sue. Linda lived just a few doors down and had invited Karen and Sue to spend the night. Tom was going to spend the night at Keith's house. Conveniently, Linda's parents were out of town until tomorrow noon, so nobody really had anywhere they had to go, and once we'd done a fair job of cleaning up we are able to sit back and relax.

Keith was my best friend. We had a lot in common, even if we were a bit of a """"Mutt and Jeff"""" in appearance. Both of us tall, I had a wide body, result of my Hawaiian ancestry, while he was lean and blonde. I'm 6'1"""" but he had a good 2 inches on me, and had long hair past his shoulders. Mine is brown and curly, and usually just goes whereever it wants. I'm strong as an ox, he's lean and fast. But we had similar taste in women. On more than one occasion I teased him that there was no way he deserved to be with Linda, our high-school goddess, and he was extremely envious that I had Karen, our big-breasted sexy bombshell, as my partner.

Karen and Sue were close friends. If we'd had Diana here, the triumvirate would have been complete. They had all been innocents until that year. Diana was dating, and Karen told me that she and Ryan were 'almost there', doing everything except the final act. Karen hadn't done much of anything until we'd gotten together. But we didn't let grass grow under us, and we made up for a lot of lost time. We'd had sex plenty, and she'd sucked me off more times than I can count. I'd even fucked her incredible tits a couple of times. Sue, it turns out, was the late bloomer. She was still an innocent according to Karen. Kissing was as far as she'd gone, although it seems she'd rubbed Tom's dick through his pants, and he'd had his hands on her mound, even if the underwear was still in the way. But Karen was hinting that this party might be Tom's lucky night.

We were joking about some of the antics that had been going on at the party. Linda in particular was a lurker; she'd sit back and watch all the activities at the party and was always good for a few laughs.

""""There were some really desperate people here tonight,"""" she said. """"Can you believe Gary tried to get a game of Spin the Bottle going?""""

""""I can't say I really blame him,"""" I answered with a grin. """"Not every guy there is as fortunate as us to have such gorgeous girlfriends, or any girlfriend for that matter. Hell, I wouldn'd mind playing it now!"""" That earned me a poke in the ribs from Karen.

Sue chimed in, """"Why is it that every party ends up with some lame guy trying to start some stupid game like Spin the Bottle, Post Office, or Strip Poker?""""

""""Now that's a stupid question,"""" Keith answered.

""""And why is that?"""" Linda asked, pointedly.

""""Isn't it obvious?"""" Keith replied.

""""No."""" Linda and Sue answered in unison.

""""Do you want to tell them?"""" Keith asked me with a nod.

So I explained the obvious. """"Because they ARE desperate - and sometimes it works.""""

""""Oh please!"""" Karen said.

Keith was a real instigator. """"You guys have never played Spin the Bottle?""""

The girls looked at each other. """"Maybe a few times, but certainly not in the last year."""" Linda finally answered.

""""And how about Truth or Dare?"""" Keith continued egging them on.

""""Well sure, but usually only with people we know really well,"""" Karen answered this time.

""""Usually."""" Keith echoed with a grin. """"And it's not like you've never played Strip Poker.""""

The girls looked at each other quietly no one answering.

""""Oh come on,"""" I teased, """"Karen I know you've played Strip Poker.""""

""""Not really. I watched part of a game, but then they chased everyone not playing out of the room. Why? I suppose you've played it?"""" She asked with a dangerous tone in her voice.

""""Sort of. In camp we started a game but it got raided before we got anywhere."""" I confessed, drawing a laugh from the guys. """"L",0
1648,"MRS SUSAN BRYCE,, WHO TELL  YOU THAN ANGELES CITY HAVE A KILLINGS FIELDS PROVE IT O.K .. WHO ARE U DO THIS IN ANGELES CITY WE KAPAMPANGANG PEOPLE OF ANGELES CITY WE DON'T LIKE U.. U ARE LIAR KNOW THAN ,GO TO ANGELES FIRST BEFORE U MAKE SAME ARTICLE LIKE THIS U KILLING THE PEOPLE OF ANGELES CITY...WHO ARE MRS SUSAN BRYCE????",1
1649,How about you fuck off and don't stalk my edits?  201.215.187.159,1
1650,"""

 Re: Nation of Islam and anti-Semitism 
You wrote the following on my Talk page:
Firebug, if you move or redirect this page again without consensus, you may be blocked for vandalism. Please play by the rules.  (talk) 04:56, Apr 4, 2005 (UTC)
Which rules am I accused of violating? I am editing in accordance with the instructions given on Wikipedia:Be bold in updating pages. Quote: """"If someone writes an inferior, merely humorous article, article stub, or outright patent nonsense, don't worry about their feelings. Correct it, add to it, and, if it's a total waste of time, replace it..."""" This is an extremely marginal article; it's already been up for VfD at least twice, and I'm seriously considering a third nomination. It bothers me that convicted POV-pusher RK seems to have the upper hand in this situation.  05:07, 4 Apr 2005 (UTC)""",0
1651,"October 2008 
 Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.    
If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.",0
1652,there are no exceptions,0
1653,"Ho don't play that game!
I'm rapping not for the fame
I almost went to jail for like 500 days!
Bitch don't give no suck, that's why I truck her in the face
Flock you lasers' heads then I ask her what's her name",1
1654,"Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!
Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!
Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!
Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!
Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusing other wikipedians dickhead!

Oi!!

Please do not remove me abusi",1
1655,THE FUKKING RETARDO RACISTO KANUCK,1
1656,Talk about some fresh salmon.,0
1657,"""

Welcome!

Hello, Pewpewpwn122, and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Unfortunately, one or more of the pages you created, such as Alan W. Hinden, may not conform to some of Wikipedia's guidelines for page creation, and may soon be deleted. 

There's a page about creating articles you may want to read called Your first article. If you are stuck, and looking for help, please come to the New contributors' help page, where experienced Wikipedians can answer any queries you have! Or, you can just type  on this page, and someone will show up shortly to answer your questions. Here are a few other good links for newcomers:
 Your first article
 Biographies of living persons
 How to write a great article
 The five pillars of Wikipedia
 Help pages
 Tutorial
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you have any questions, check out Wikipedia:Where to ask a question or ask me on my talk page.  Again, welcome!  (Contact me,Contribs) 
Speedy deletion of """"Alan W. Hinden""""
 A page you created, Alan W. Hinden, has been tagged for deletion, as it meets one or more of the criteria for speedy deletion; specifically, it is about a real person, group of people, band, club, company, organisation, or web content, but does not indicate why its subject is important or significant.

You are welcome to contribute content which complies with our content policies and any applicable inclusion guidelines. However, please do not simply re-create the page with the same content. You may also wish to read our introduction to editing and guide to writing your first article.

Thank you.  (Contact me,Contribs) """,0
1658,"221.133.205.155 likes to eat shit 

It's true!  He told me himself!",1
1659,"Hey!!! 

Do not remove messages on HamishMacBeth page or be banned!",1
1660,"WNSB 

Yesterday I made edits to the WNSB page. Last evening the edits were removed because of not being sourced.  I am the Program Director of the Station in control of all documentation and knowledge of station history because I was part of it. How do we revert the page back to my edits on yesterday.  Some of your information is also incorrect because internal changes that has occurred over the last few years.

    dperryjr",0
1661,"I don't want to be unjustly warned nor blocked for actions of Al Bargit/Aminullah in future if he makes new provocation again. For the record, this terrorist wants my disappearing from Wikipedia. What I must do if GB again warns me for not my actions, if I don't be able to convince him?",0
1662,"Notice of Edit warring noticeboard discussion
Hello. This message is being sent to inform you that there is currently a discussion involving you at Wikipedia:Administrators' noticeboard/Edit warring regarding a possible violation of Wikipedia's policy on edit warring.    Thank you. (talk)",0
1663,"Cabaye 

As a dedicated CPFC fan I KNOW every single fact about them so it frustrates me that you remove it so don't tell me about this reliable source bullshit so I will change the Cabaye info back for know",1
